store_code,city,province,week_ending,avg_temp,max_temp,total_precip,sunshine_hours,rain_days,snow_days,bad_weather_days
CP02,Blainville,QC,2023-11-05,2.7,7.3,0.0,4.52,0,0,0
CP02,Blainville,QC,2023-11-12,1.14,9.6,14.5,42.62,3,1,4
CP02,Blainville,QC,2023-11-19,2.13,15.4,9.1,39.07,1,3,4
CP02,Blainville,QC,2023-11-26,-1.9,4.4,15.4,44.33,2,2,4
CP02,Blainville,QC,2023-12-03,0.06,8.4,34.3,30.05,1,5,6
CP02,Blainville,QC,2023-12-10,-6.73,4.6,26.3,24.06,2,2,4
CP02,Blainville,QC,2023-12-17,-1.13,6.8,17.5,31.87,1,2,3
CP02,Blainville,QC,2023-12-24,-3.19,6.9,49.1,30.63,1,1,2
CP02,Blainville,QC,2023-12-31,0.51,4.9,9.5,9.19,3,1,4
CP02,Blainville,QC,2024-01-07,-5.41,2.2,13.1,27.49,0,4,4
CP02,Blainville,QC,2024-01-14,-4.69,5.3,35.6,28.04,0,5,5
CP02,Blainville,QC,2024-01-21,-12.76,-5.4,3.6,41.54,0,3,3
CP02,Blainville,QC,2024-01-28,-3.5,2.2,18.3,22.99,0,4,4
CP02,Blainville,QC,2024-02-04,-5.24,2.5,3.1,35.23,0,3,3
CP02,Blainville,QC,2024-02-11,-2.83,8.2,2.5,53.14,2,2,4
CP02,Blainville,QC,2024-02-18,-7.73,2.0,8.3,41.96,0,6,6
CP02,Blainville,QC,2024-02-25,-7.8,5.2,1.1,61.18,1,1,2
CP02,Blainville,QC,2024-03-03,-1.16,13.9,13.0,51.2,2,2,4
CP02,Blainville,QC,2024-03-10,2.9,12.9,36.0,36.13,2,1,3
CP02,Blainville,QC,2024-03-17,2.23,13.1,17.2,56.21,0,5,5
CP02,Blainville,QC,2024-03-24,-3.16,5.1,10.4,53.59,0,4,4
CP02,Blainville,QC,2024-03-31,3.87,15.1,2.9,70.81,1,0,1
CP02,Blainville,QC,2024-04-07,2.97,13.4,35.8,46.23,1,3,4
CP02,Blainville,QC,2024-04-14,9.03,21.0,59.6,50.17,5,0,5
CP02,Blainville,QC,2024-04-21,6.91,14.1,14.6,64.09,4,1,5
CP02,Blainville,QC,2024-04-28,7.14,20.5,25.5,74.13,3,1,4
CP02,Blainville,QC,2024-05-05,10.34,20.0,27.0,37.28,6,0,6
CP02,Blainville,QC,2024-05-12,12.16,22.1,10.4,77.82,4,0,4
CP02,Blainville,QC,2024-05-19,17.0,24.7,13.4,81.91,6,0,6
CP02,Blainville,QC,2024-05-26,19.51,29.4,4.1,88.52,4,0,4
CP02,Blainville,QC,2024-06-02,17.44,26.7,19.2,84.92,2,0,2
CP02,Blainville,QC,2024-06-09,19.81,29.8,42.4,83.22,5,0,5
CP02,Blainville,QC,2024-06-16,16.67,27.6,15.9,70.94,4,0,4
CP02,Blainville,QC,2024-06-23,23.33,33.3,67.1,60.68,4,0,4
CP02,Blainville,QC,2024-06-30,19.39,28.1,37.9,68.56,5,0,5
CP02,Blainville,QC,2024-07-07,22.44,29.8,26.1,83.74,5,0,5
CP02,Blainville,QC,2024-07-14,22.53,29.4,56.0,69.77,5,0,5
CP02,Blainville,QC,2024-07-21,21.46,29.8,12.8,81.55,5,0,5
CP02,Blainville,QC,2024-07-28,21.07,29.0,31.1,92.42,3,0,3
CP02,Blainville,QC,2024-08-04,24.5,31.2,19.9,82.03,6,0,6
CP02,Blainville,QC,2024-08-11,19.31,25.7,117.0,66.19,5,0,5
CP02,Blainville,QC,2024-08-18,21.7,29.2,21.5,78.39,7,0,7
CP02,Blainville,QC,2024-08-25,17.54,25.0,37.6,49.71,5,0,5
CP02,Blainville,QC,2024-09-01,19.51,28.1,19.2,74.17,4,0,4
CP02,Blainville,QC,2024-09-08,16.34,25.4,15.8,68.05,2,0,2
CP02,Blainville,QC,2024-09-15,17.33,27.2,1.4,84.06,2,0,2
CP02,Blainville,QC,2024-09-22,19.36,27.8,1.0,78.1,2,0,2
CP02,Blainville,QC,2024-09-29,15.73,21.8,21.8,47.6,3,0,3
CP02,Blainville,QC,2024-10-06,14.79,22.2,13.4,68.98,4,0,4
CP02,Blainville,QC,2024-10-13,9.56,17.0,5.6,59.33,5,0,5
CP02,Blainville,QC,2024-10-20,8.01,19.0,3.8,53.84,2,0,2
CP02,Blainville,QC,2024-10-27,10.26,22.1,0.2,59.74,1,0,1
CP02,Blainville,QC,2024-11-03,8.17,22.5,7.7,54.78,4,0,4
CP02,Blainville,QC,2024-11-10,8.44,20.7,9.9,40.96,6,0,6
CP02,Blainville,QC,2024-11-17,2.84,12.5,10.9,54.89,2,0,2
CP02,Blainville,QC,2024-11-24,5.09,11.2,20.2,30.81,4,0,4
CP02,Blainville,QC,2024-12-01,0.4,5.2,13.2,21.33,0,6,6
CP02,Blainville,QC,2024-12-08,-4.01,2.6,23.9,27.63,0,5,5
CP02,Blainville,QC,2024-12-15,-6.69,3.3,33.2,31.31,1,3,4
CP02,Blainville,QC,2024-12-22,-6.17,5.5,17.6,27.39,1,5,6
CP02,Blainville,QC,2024-12-29,-10.01,3.2,13.2,30.24,2,2,4
CP02,Blainville,QC,2025-01-05,-3.23,7.6,24.9,13.64,2,5,7
CP02,Blainville,QC,2025-01-12,-9.74,-5.3,10.9,26.51,0,4,4
CP02,Blainville,QC,2025-01-19,-6.49,2.2,12.5,27.72,0,7,7
CP02,Blainville,QC,2025-01-26,-13.79,-1.8,4.7,50.05,0,4,4
CP02,Blainville,QC,2025-02-02,-13.46,-0.6,11.4,38.35,0,6,6
CP02,Blainville,QC,2025-02-09,-10.33,-0.6,14.1,38.92,0,4,4
CP02,Blainville,QC,2025-02-16,-11.89,0.1,52.1,44.32,0,5,5
CP02,Blainville,QC,2025-02-23,-11.47,-0.8,2.7,57.69,0,4,4
CP02,Blainville,QC,2025-03-02,-5.37,4.6,16.7,33.84,0,5,5
CP02,Blainville,QC,2025-03-09,-4.5,5.7,24.1,36.13,0,6,6
CP02,Blainville,QC,2025-03-16,-0.71,13.0,15.4,59.85,3,1,4
CP02,Blainville,QC,2025-03-23,1.74,14.8,6.6,63.67,3,1,4
CP02,Blainville,QC,2025-03-30,-0.37,7.0,24.5,46.52,0,7,7
CP02,Blainville,QC,2025-04-06,2.89,18.5,31.5,47.58,4,1,5
CP02,Blainville,QC,2025-04-13,1.71,15.2,12.6,56.41,0,3,3
CP02,Blainville,QC,2025-04-20,6.56,21.1,8.7,62.22,4,1,5
CP02,Blainville,QC,2025-04-27,8.39,17.5,32.0,54.04,4,1,5
CP02,Blainville,QC,2025-05-04,11.41,24.3,23.7,74.02,3,0,3
CP02,Blainville,QC,2025-05-11,11.71,22.0,26.8,49.43,5,0,5
CP02,Blainville,QC,2025-05-18,16.83,26.8,39.5,72.12,4,0,4
CP02,Blainville,QC,2025-05-25,9.5,17.5,34.6,17.29,7,0,7
CP02,Blainville,QC,2025-06-01,14.84,25.8,17.5,54.47,5,0,5
CP02,Blainville,QC,2025-06-08,18.83,28.8,0.8,94.41,1,0,1
CP02,Blainville,QC,2025-06-15,16.94,25.5,21.2,89.82,4,0,4
CP02,Blainville,QC,2025-06-22,21.73,29.7,33.3,78.37,6,0,6
CP02,Blainville,QC,2025-06-29,22.6,34.1,15.8,72.45,5,0,5
CP02,Blainville,QC,2025-07-06,21.71,30.4,25.8,82.53,4,0,4
CP02,Blainville,QC,2025-07-13,22.13,31.0,43.0,87.14,7,0,7
CP02,Blainville,QC,2025-07-20,22.56,32.0,23.1,89.67,4,0,4
CP02,Blainville,QC,2025-07-27,21.71,32.8,4.1,91.84,3,0,3
CP02,Blainville,QC,2025-08-03,21.37,29.9,4.8,94.54,2,0,2
CP02,Blainville,QC,2025-08-10,22.83,33.0,2.4,96.98,2,0,2
CP02,Blainville,QC,2025-08-17,23.57,33.7,3.6,88.38,2,0,2
CP02,Blainville,QC,2025-08-24,19.26,28.6,22.9,84.3,3,0,3
CP02,Blainville,QC,2025-08-31,16.0,23.9,46.3,68.72,5,0,5
CP02,Blainville,QC,2025-09-07,17.23,25.5,21.1,72.88,5,0,5
CP02,Blainville,QC,2025-09-14,14.76,22.6,0.3,82.14,1,0,1
CP02,Blainville,QC,2025-09-21,14.87,24.2,0.0,81.88,0,0,0
CP02,Blainville,QC,2025-09-28,16.37,22.5,18.1,53.74,4,0,4
CP02,Blainville,QC,2025-10-05,14.41,29.0,0.0,78.43,0,0,0
CP02,Blainville,QC,2025-10-12,12.3,28.4,10.1,70.69,2,0,2
CP02,Blainville,QC,2025-10-19,9.71,20.9,0.1,56.12,1,0,1
CP02,Blainville,QC,2025-10-26,9.23,19.1,37.9,37.43,5,0,5
CP02,Blainville,QC,2025-11-02,5.43,11.6,50.3,37.26,3,0,3
CP02,Blainville,QC,2025-11-09,3.14,12.6,40.0,28.97,5,2,7
CP02,Blainville,QC,2025-11-16,-0.87,1.8,34.8,12.69,0,7,7
CP02,Blainville,QC,2025-11-23,-2.97,2.7,6.6,31.33,0,3,3
CP02,Blainville,QC,2025-11-30,-0.34,3.7,17.8,22.56,1,4,5
CP02,Blainville,QC,2025-12-07,-9.54,1.0,11.2,29.78,0,6,6
CP02,Blainville,QC,2025-12-14,-11.27,-3.5,16.8,29.64,0,5,5
CP02,Blainville,QC,2025-12-21,-4.03,8.1,19.6,23.77,0,4,4
CP02,Blainville,QC,2025-12-28,-12.26,-4.9,13.5,36.59,0,5,5
CP02,Blainville,QC,2026-01-04,-14.1,3.4,13.7,43.44,0,5,5
CP02,Blainville,QC,2026-01-11,-4.74,6.3,28.2,22.27,1,4,5
CP02,Blainville,QC,2026-01-18,-6.03,3.8,20.7,19.33,0,6,6
CP02,Blainville,QC,2026-01-25,-14.0,-1.6,12.9,38.81,0,6,6
CP02,Blainville,QC,2026-02-01,-16.13,-10.9,9.5,44.55,0,4,4
CP02,Blainville,QC,2026-02-08,-13.69,-5.4,5.6,55.25,0,4,4
CP02,Blainville,QC,2026-02-15,-10.41,-0.2,6.6,56.43,0,3,3
CP02,Blainville,QC,2026-02-22,-6.61,1.6,6.5,52.72,0,3,3
CP02,Blainville,QC,2026-03-01,-8.04,5.8,8.7,51.43,0,5,5
CP02,Blainville,QC,2026-03-08,-4.29,8.3,20.7,54.68,2,0,2
CP02,Blainville,QC,2026-03-15,0.1,15.2,40.1,30.09,4,3,7
CP02,Blainville,QC,2026-03-22,-2.56,12.9,27.9,38.76,1,4,5
CP02,Blainville,QC,2026-04-05,4.0,16.2,32.72,17.77,4,2,5
CP02,Blainville,QC,2026-04-12,4.09,15.2,9.0,74.46,4,0,4
CP02,Blainville,QC,2026-04-19,6.08,13.9,4.8,39.96,2,0,2
CP04,Drummondville,QC,2023-11-05,2.6,5.9,0.0,5.31,0,0,0
CP04,Drummondville,QC,2023-11-12,1.34,9.6,13.6,35.14,1,2,3
CP04,Drummondville,QC,2023-11-19,2.66,15.4,11.9,37.24,2,2,4
CP04,Drummondville,QC,2023-11-26,-1.59,5.3,19.0,41.95,1,3,4
CP04,Drummondville,QC,2023-12-03,-0.03,7.4,42.9,23.7,1,6,7
CP04,Drummondville,QC,2023-12-10,-6.06,7.9,26.2,27.1,1,2,3
CP04,Drummondville,QC,2023-12-17,-1.16,6.1,16.9,35.89,1,2,3
CP04,Drummondville,QC,2023-12-24,-1.91,12.2,42.2,28.56,2,0,2
CP04,Drummondville,QC,2023-12-31,0.7,7.1,10.4,12.78,2,2,4
CP04,Drummondville,QC,2024-01-07,-5.83,1.8,7.4,28.87,0,4,4
CP04,Drummondville,QC,2024-01-14,-4.1,6.1,32.4,27.92,0,6,6
CP04,Drummondville,QC,2024-01-21,-11.99,-5.2,5.0,43.13,0,4,4
CP04,Drummondville,QC,2024-01-28,-3.39,2.2,18.6,17.35,0,5,5
CP04,Drummondville,QC,2024-02-04,-5.59,1.9,5.8,29.25,0,2,2
CP04,Drummondville,QC,2024-02-11,-1.89,9.9,5.2,46.12,3,0,3
CP04,Drummondville,QC,2024-02-18,-5.67,2.8,7.4,41.55,0,7,7
CP04,Drummondville,QC,2024-02-25,-6.49,6.7,0.9,58.3,1,2,3
CP04,Drummondville,QC,2024-03-03,0.44,15.2,14.2,44.79,2,4,6
CP04,Drummondville,QC,2024-03-10,3.26,14.4,38.4,35.76,2,2,4
CP04,Drummondville,QC,2024-03-17,1.06,10.3,13.7,49.58,3,2,5
CP04,Drummondville,QC,2024-03-24,-3.66,4.9,20.2,43.72,0,5,5
CP04,Drummondville,QC,2024-03-31,3.37,17.0,1.9,60.93,2,0,2
CP04,Drummondville,QC,2024-04-07,2.49,12.3,22.3,42.42,1,4,5
CP04,Drummondville,QC,2024-04-14,9.06,21.5,50.7,51.1,5,0,5
CP04,Drummondville,QC,2024-04-21,6.99,16.5,5.3,56.43,5,1,6
CP04,Drummondville,QC,2024-04-28,6.5,19.3,22.9,72.39,1,2,3
CP04,Drummondville,QC,2024-05-05,10.49,19.1,31.1,51.82,4,0,4
CP04,Drummondville,QC,2024-05-12,11.61,20.0,12.6,71.23,4,0,4
CP04,Drummondville,QC,2024-05-19,16.64,25.5,23.0,74.45,6,0,6
CP04,Drummondville,QC,2024-05-26,19.13,28.0,9.1,85.24,6,0,6
CP04,Drummondville,QC,2024-06-02,17.23,26.0,19.1,92.44,3,0,3
CP04,Drummondville,QC,2024-06-09,19.99,29.2,35.0,80.84,4,0,4
CP04,Drummondville,QC,2024-06-16,16.69,26.3,27.7,74.32,5,0,5
CP04,Drummondville,QC,2024-06-23,22.77,32.9,58.2,58.06,5,0,5
CP04,Drummondville,QC,2024-06-30,18.79,28.0,68.3,68.24,5,0,5
CP04,Drummondville,QC,2024-07-07,21.87,27.8,29.7,80.54,4,0,4
CP04,Drummondville,QC,2024-07-14,22.24,28.6,73.3,66.56,6,0,6
CP04,Drummondville,QC,2024-07-21,21.31,28.5,12.6,80.5,5,0,5
CP04,Drummondville,QC,2024-07-28,20.76,27.9,23.4,90.4,4,0,4
CP04,Drummondville,QC,2024-08-04,24.14,30.7,33.9,72.05,6,0,6
CP04,Drummondville,QC,2024-08-11,19.17,25.4,65.7,69.28,5,0,5
CP04,Drummondville,QC,2024-08-18,20.81,27.5,5.8,83.04,7,0,7
CP04,Drummondville,QC,2024-08-25,16.76,24.6,70.8,49.72,6,0,6
CP04,Drummondville,QC,2024-09-01,18.94,26.9,27.1,68.63,5,0,5
CP04,Drummondville,QC,2024-09-08,16.3,24.9,9.1,75.1,3,0,3
CP04,Drummondville,QC,2024-09-15,16.96,26.5,2.3,81.78,2,0,2
CP04,Drummondville,QC,2024-09-22,19.24,26.7,0.2,75.14,1,0,1
CP04,Drummondville,QC,2024-09-29,15.4,21.0,25.9,49.68,3,0,3
CP04,Drummondville,QC,2024-10-06,14.79,22.0,8.5,66.82,5,0,5
CP04,Drummondville,QC,2024-10-13,9.41,17.2,20.9,51.46,6,0,6
CP04,Drummondville,QC,2024-10-20,7.59,17.2,19.1,49.81,3,0,3
CP04,Drummondville,QC,2024-10-27,10.4,22.7,2.8,64.02,3,0,3
CP04,Drummondville,QC,2024-11-03,7.3,21.5,21.4,43.56,4,0,4
CP04,Drummondville,QC,2024-11-10,7.56,20.2,10.6,38.15,5,0,5
CP04,Drummondville,QC,2024-11-17,2.7,11.1,23.0,50.25,2,0,2
CP04,Drummondville,QC,2024-11-24,4.87,9.2,11.9,22.31,4,1,5
CP04,Drummondville,QC,2024-12-01,0.31,4.1,17.1,20.05,0,6,6
CP04,Drummondville,QC,2024-12-08,-4.7,1.0,19.0,26.27,0,6,6
CP04,Drummondville,QC,2024-12-15,-4.3,4.2,35.1,34.33,1,4,5
CP04,Drummondville,QC,2024-12-22,-4.7,6.5,15.2,24.15,1,4,5
CP04,Drummondville,QC,2024-12-29,-9.24,5.2,13.7,31.3,1,2,3
CP04,Drummondville,QC,2025-01-05,-3.53,10.9,40.6,14.69,2,5,7
CP04,Drummondville,QC,2025-01-12,-10.47,-4.3,14.7,24.17,0,4,4
CP04,Drummondville,QC,2025-01-19,-6.06,2.7,13.6,22.94,0,6,6
CP04,Drummondville,QC,2025-01-26,-13.77,-1.5,2.9,50.48,0,3,3
CP04,Drummondville,QC,2025-02-02,-12.87,-0.3,12.6,38.47,0,6,6
CP04,Drummondville,QC,2025-02-09,-9.16,-0.5,17.1,39.13,0,5,5
CP04,Drummondville,QC,2025-02-16,-11.67,1.9,48.1,40.73,0,5,5
CP04,Drummondville,QC,2025-02-23,-11.4,-1.5,7.3,52.33,0,5,5
CP04,Drummondville,QC,2025-03-02,-4.33,4.8,16.5,42.34,1,6,7
CP04,Drummondville,QC,2025-03-09,-4.13,8.1,27.3,32.82,1,6,7
CP04,Drummondville,QC,2025-03-16,1.61,17.8,3.9,63.33,2,1,3
CP04,Drummondville,QC,2025-03-23,2.99,18.2,13.5,63.05,0,4,4
CP04,Drummondville,QC,2025-03-30,-0.17,5.6,18.5,49.44,0,6,6
CP04,Drummondville,QC,2025-04-06,3.74,16.9,32.5,51.19,3,2,5
CP04,Drummondville,QC,2025-04-13,1.23,11.9,11.5,54.0,1,3,4
CP04,Drummondville,QC,2025-04-20,7.0,20.0,14.1,58.26,4,1,5
CP04,Drummondville,QC,2025-04-27,8.11,16.1,40.5,45.53,3,1,4
CP04,Drummondville,QC,2025-05-04,11.47,24.6,28.1,71.63,4,0,4
CP04,Drummondville,QC,2025-05-11,11.27,21.9,25.0,45.98,5,0,5
CP04,Drummondville,QC,2025-05-18,17.07,27.6,37.7,76.36,4,0,4
CP04,Drummondville,QC,2025-05-25,8.99,15.6,13.3,19.32,6,0,6
CP04,Drummondville,QC,2025-06-01,14.91,25.6,43.6,60.5,5,0,5
CP04,Drummondville,QC,2025-06-08,18.21,28.0,5.1,93.84,3,0,3
CP04,Drummondville,QC,2025-06-15,16.43,23.4,19.2,85.08,4,0,4
CP04,Drummondville,QC,2025-06-22,21.19,29.0,39.3,64.38,5,0,5
CP04,Drummondville,QC,2025-06-29,21.6,32.4,45.3,66.65,4,0,4
CP04,Drummondville,QC,2025-07-06,20.9,28.8,50.1,77.06,6,0,6
CP04,Drummondville,QC,2025-07-13,21.93,30.8,69.6,85.57,6,0,6
CP04,Drummondville,QC,2025-07-20,22.24,30.6,34.7,85.53,4,0,4
CP04,Drummondville,QC,2025-07-27,20.93,32.2,5.3,90.59,3,0,3
CP04,Drummondville,QC,2025-08-03,20.79,29.0,12.4,93.72,4,0,4
CP04,Drummondville,QC,2025-08-10,22.3,31.9,0.4,96.85,1,0,1
CP04,Drummondville,QC,2025-08-17,22.86,33.5,9.8,83.83,2,0,2
CP04,Drummondville,QC,2025-08-24,18.84,28.0,16.7,85.24,3,0,3
CP04,Drummondville,QC,2025-08-31,15.96,23.9,23.6,60.72,7,0,7
CP04,Drummondville,QC,2025-09-07,17.79,27.1,26.8,71.65,5,0,5
CP04,Drummondville,QC,2025-09-14,14.73,21.9,0.2,81.63,2,0,2
CP04,Drummondville,QC,2025-09-21,14.77,24.6,0.4,81.35,1,0,1
CP04,Drummondville,QC,2025-09-28,16.54,22.3,27.9,50.95,4,0,4
CP04,Drummondville,QC,2025-10-05,13.94,27.1,0.0,77.45,0,0,0
CP04,Drummondville,QC,2025-10-12,12.14,26.7,20.6,71.33,2,0,2
CP04,Drummondville,QC,2025-10-19,9.41,22.2,1.1,49.86,2,0,2
CP04,Drummondville,QC,2025-10-26,9.13,17.9,27.7,31.47,4,0,4
CP04,Drummondville,QC,2025-11-02,5.83,10.8,47.4,35.12,4,0,4
CP04,Drummondville,QC,2025-11-09,3.54,12.1,35.7,25.63,2,5,7
CP04,Drummondville,QC,2025-11-16,-0.41,3.7,68.0,19.64,0,7,7
CP04,Drummondville,QC,2025-11-23,-2.17,2.3,6.6,25.37,0,5,5
CP04,Drummondville,QC,2025-11-30,0.46,5.5,17.1,13.48,2,5,7
CP04,Drummondville,QC,2025-12-07,-7.99,1.2,9.4,31.94,0,5,5
CP04,Drummondville,QC,2025-12-14,-9.61,-2.0,19.6,30.13,0,6,6
CP04,Drummondville,QC,2025-12-21,-3.17,12.3,27.9,28.26,0,7,7
CP04,Drummondville,QC,2025-12-28,-10.73,-2.2,17.2,38.85,0,5,5
CP04,Drummondville,QC,2026-01-04,-13.17,3.3,17.3,40.3,0,6,6
CP04,Drummondville,QC,2026-01-11,-3.7,6.2,27.5,24.06,2,4,6
CP04,Drummondville,QC,2026-01-18,-4.96,4.7,21.5,21.1,0,6,6
CP04,Drummondville,QC,2026-01-25,-13.04,-1.7,9.3,42.4,0,6,6
CP04,Drummondville,QC,2026-02-01,-16.2,-9.8,9.2,44.75,0,4,4
CP04,Drummondville,QC,2026-02-08,-12.6,-4.5,6.8,54.79,0,4,4
CP04,Drummondville,QC,2026-02-15,-10.24,-1.8,9.2,52.42,0,3,3
CP04,Drummondville,QC,2026-02-22,-5.81,2.5,4.9,55.17,0,3,3
CP04,Drummondville,QC,2026-03-01,-7.39,5.7,7.5,47.21,0,5,5
CP04,Drummondville,QC,2026-03-08,-2.59,9.5,12.3,55.07,1,1,2
CP04,Drummondville,QC,2026-03-15,0.94,15.9,44.3,32.31,3,3,6
CP04,Drummondville,QC,2026-03-22,-1.9,14.2,31.1,40.73,1,4,5
CP04,Drummondville,QC,2026-04-05,4.14,14.6,32.33,17.93,5,2,5
CP04,Drummondville,QC,2026-04-12,3.21,13.1,6.4,69.54,4,0,4
CP04,Drummondville,QC,2026-04-19,5.15,13.3,3.9,39.83,1,1,2
CP05,Sherbrooke,QC,2023-11-05,3.6,5.6,0.1,6.11,1,0,1
CP05,Sherbrooke,QC,2023-11-12,0.77,9.9,23.7,35.27,1,3,4
CP05,Sherbrooke,QC,2023-11-19,1.9,13.8,17.2,38.18,2,3,5
CP05,Sherbrooke,QC,2023-11-26,-2.16,5.3,14.6,37.31,0,3,3
CP05,Sherbrooke,QC,2023-12-03,-0.81,5.3,40.4,23.24,2,5,7
CP05,Sherbrooke,QC,2023-12-10,-6.01,7.4,38.1,30.22,1,3,4
CP05,Sherbrooke,QC,2023-12-17,-2.19,5.2,22.4,38.5,1,3,4
CP05,Sherbrooke,QC,2023-12-24,-1.89,13.2,31.7,35.7,1,1,2
CP05,Sherbrooke,QC,2023-12-31,0.57,6.2,15.9,10.81,2,2,4
CP05,Sherbrooke,QC,2024-01-07,-5.77,1.4,8.0,22.05,0,5,5
CP05,Sherbrooke,QC,2024-01-14,-3.3,5.2,39.7,28.61,0,6,6
CP05,Sherbrooke,QC,2024-01-21,-11.2,-4.8,7.7,33.82,0,4,4
CP05,Sherbrooke,QC,2024-01-28,-2.84,2.7,19.3,16.5,0,5,5
CP05,Sherbrooke,QC,2024-02-04,-4.84,1.7,3.3,37.51,0,2,2
CP05,Sherbrooke,QC,2024-02-11,-2.09,10.9,2.4,51.0,2,1,3
CP05,Sherbrooke,QC,2024-02-18,-5.71,2.8,5.3,32.46,0,6,6
CP05,Sherbrooke,QC,2024-02-25,-6.37,8.6,4.9,64.29,1,2,3
CP05,Sherbrooke,QC,2024-03-03,-0.09,14.7,18.5,40.85,1,4,5
CP05,Sherbrooke,QC,2024-03-10,2.99,14.0,41.5,35.98,3,2,5
CP05,Sherbrooke,QC,2024-03-17,0.99,10.1,14.3,41.62,2,3,5
CP05,Sherbrooke,QC,2024-03-24,-4.11,5.8,30.8,42.91,0,5,5
CP05,Sherbrooke,QC,2024-03-31,1.93,11.8,8.6,51.89,2,0,2
CP05,Sherbrooke,QC,2024-04-07,1.69,11.5,23.4,40.89,1,4,5
CP05,Sherbrooke,QC,2024-04-14,8.07,19.0,17.9,59.66,4,1,5
CP05,Sherbrooke,QC,2024-04-21,6.04,15.8,8.5,61.84,4,2,6
CP05,Sherbrooke,QC,2024-04-28,5.47,18.0,20.2,73.92,1,2,3
CP05,Sherbrooke,QC,2024-05-05,9.8,18.2,45.2,47.95,5,0,5
CP05,Sherbrooke,QC,2024-05-12,10.47,19.1,15.8,66.33,4,0,4
CP05,Sherbrooke,QC,2024-05-19,15.01,24.0,36.4,59.48,5,0,5
CP05,Sherbrooke,QC,2024-05-26,18.14,27.8,21.6,82.29,7,0,7
CP05,Sherbrooke,QC,2024-06-02,15.79,26.0,10.7,92.87,2,0,2
CP05,Sherbrooke,QC,2024-06-09,18.71,29.1,46.8,77.44,5,0,5
CP05,Sherbrooke,QC,2024-06-16,15.71,25.2,21.2,71.5,4,0,4
CP05,Sherbrooke,QC,2024-06-23,21.97,32.8,38.0,54.95,6,0,6
CP05,Sherbrooke,QC,2024-06-30,18.14,26.6,43.9,63.53,5,0,5
CP05,Sherbrooke,QC,2024-07-07,21.04,27.4,20.3,93.83,4,0,4
CP05,Sherbrooke,QC,2024-07-14,22.16,28.0,105.6,76.64,6,0,6
CP05,Sherbrooke,QC,2024-07-21,20.64,27.9,9.7,85.93,6,0,6
CP05,Sherbrooke,QC,2024-07-28,19.96,28.0,12.2,88.87,4,0,4
CP05,Sherbrooke,QC,2024-08-04,23.37,29.9,24.7,73.99,5,0,5
CP05,Sherbrooke,QC,2024-08-11,18.37,25.7,61.8,69.99,6,0,6
CP05,Sherbrooke,QC,2024-08-18,19.5,26.4,12.2,86.14,7,0,7
CP05,Sherbrooke,QC,2024-08-25,16.01,24.0,49.3,57.48,7,0,7
CP05,Sherbrooke,QC,2024-09-01,17.96,26.0,33.2,74.59,5,0,5
CP05,Sherbrooke,QC,2024-09-08,15.43,24.7,7.9,82.54,3,0,3
CP05,Sherbrooke,QC,2024-09-15,15.97,25.6,0.6,84.4,3,0,3
CP05,Sherbrooke,QC,2024-09-22,18.09,26.6,0.4,74.16,1,0,1
CP05,Sherbrooke,QC,2024-09-29,14.01,20.0,33.0,46.58,4,0,4
CP05,Sherbrooke,QC,2024-10-06,13.9,21.9,14.5,75.6,4,0,4
CP05,Sherbrooke,QC,2024-10-13,8.59,16.2,19.0,51.61,6,0,6
CP05,Sherbrooke,QC,2024-10-20,6.84,18.4,23.1,47.06,2,1,3
CP05,Sherbrooke,QC,2024-10-27,10.06,23.0,3.4,63.84,4,0,4
CP05,Sherbrooke,QC,2024-11-03,6.4,22.1,15.0,48.11,3,0,3
CP05,Sherbrooke,QC,2024-11-10,6.51,19.6,7.4,36.15,6,0,6
CP05,Sherbrooke,QC,2024-11-17,1.87,10.3,16.7,47.69,2,0,2
CP05,Sherbrooke,QC,2024-11-24,3.94,9.4,17.9,15.46,2,2,4
CP05,Sherbrooke,QC,2024-12-01,-0.74,3.4,22.6,17.38,0,6,6
CP05,Sherbrooke,QC,2024-12-08,-4.86,1.4,15.9,25.48,0,7,7
CP05,Sherbrooke,QC,2024-12-15,-4.86,3.7,34.3,33.08,1,3,4
CP05,Sherbrooke,QC,2024-12-22,-4.76,6.9,14.2,22.07,1,4,5
CP05,Sherbrooke,QC,2024-12-29,-10.11,6.9,11.2,36.58,1,2,3
CP05,Sherbrooke,QC,2025-01-05,-3.84,9.6,24.3,7.61,2,5,7
CP05,Sherbrooke,QC,2025-01-12,-11.33,-5.8,11.6,22.72,0,5,5
CP05,Sherbrooke,QC,2025-01-19,-6.84,2.0,9.1,23.26,0,6,6
CP05,Sherbrooke,QC,2025-01-26,-14.66,-2.2,2.8,50.7,0,4,4
CP05,Sherbrooke,QC,2025-02-02,-12.57,-0.8,12.5,37.14,0,7,7
CP05,Sherbrooke,QC,2025-02-09,-9.8,1.1,20.8,36.34,0,5,5
CP05,Sherbrooke,QC,2025-02-16,-11.34,1.7,37.6,42.43,0,6,6
CP05,Sherbrooke,QC,2025-02-23,-12.29,-2.5,5.5,45.0,0,4,4
CP05,Sherbrooke,QC,2025-03-02,-4.54,5.7,16.3,36.28,2,5,7
CP05,Sherbrooke,QC,2025-03-09,-4.59,7.5,20.4,29.64,1,5,6
CP05,Sherbrooke,QC,2025-03-16,0.37,14.1,3.6,58.64,2,1,3
