week_ending,store_code,city,division_code,sales,units,n_transactions
2025-07-06,CP37,Gatineau,PC,48117.11,2150.0,1825
2025-07-06,CP37,Gatineau,PI,9705.42,611.0,483
2025-07-06,CP37,Gatineau,SE,230.0,4.0,4
2025-07-06,CP37,Gatineau,SP,87992.0,9.0,11
2025-07-06,CP37,Gatineau,TO,3030.6400000000003,12.0,14
2025-07-06,CP44,St-Constant,AM,524.97,3.0,2
2025-07-06,CP44,St-Constant,AP,25410.46,473.0,451
2025-07-06,CP44,St-Constant,AS,2895.81,335.0,48
2025-07-06,CP44,St-Constant,AZ,20.93,7.0,5
2025-07-06,CP44,St-Constant,BQ,5941.91,13.0,13
2025-07-06,CP44,St-Constant,CH,3099.98,2.0,2
2025-07-06,CP44,St-Constant,FI,1073.34,6.0,4
2025-07-06,CP44,St-Constant,GA,18729.92,8.0,8
2025-07-06,CP44,St-Constant,HT,9897.0,3.0,3
2025-07-06,CP44,St-Constant,IN,3495.0,3.0,3
2025-07-06,CP44,St-Constant,INM,2864.99,8.0,8
2025-07-06,CP44,St-Constant,LI,2269.86,43.0,43
2025-07-06,CP44,St-Constant,LO,2029.3400000000001,123.0,103
2025-07-06,CP44,St-Constant,ME,29429.08,108.0,65
2025-07-06,CP44,St-Constant,MK,0.0,1.0,1
2025-07-06,CP44,St-Constant,PA,3427.11,16.0,16
2025-07-06,CP44,St-Constant,PC,17893.96,856.0,637
2025-07-06,CP44,St-Constant,PI,4274.35,91.0,74
2025-07-06,CP44,St-Constant,SE,791.96,8.0,8
2025-07-06,CP44,St-Constant,SP,24996.98,5.0,5
2025-07-06,CP44,St-Constant,TO,697.48,4.0,4
2025-07-06,CP48,Beloeil,AM,724.97,3.0,3
2025-07-06,CP48,Beloeil,AP,34711.37,871.0,614
2025-07-06,CP48,Beloeil,AS,1392.71,285.0,49
2025-07-06,CP48,Beloeil,AZ,116.94999999999999,5.0,5
2025-07-06,CP48,Beloeil,BQ,2855.82,26.0,28
2025-07-06,CP48,Beloeil,CC,0.0,1.0,1
2025-07-06,CP48,Beloeil,CH,9299.97,3.0,3
2025-07-06,CP48,Beloeil,DI,29.99,1.0,1
2025-07-06,CP48,Beloeil,FI,3131.5399999999995,4.0,4
2025-07-06,CP48,Beloeil,GA,5399.98,2.0,2
2025-07-06,CP48,Beloeil,HT,5998.0,2.0,2
2025-07-06,CP48,Beloeil,IN,2539.99,3.0,3
2025-07-06,CP48,Beloeil,INM,3529.9700000000003,6.0,6
2025-07-06,CP48,Beloeil,LI,1669.8999999999999,35.0,35
2025-07-06,CP48,Beloeil,LO,4787.71,250.0,194
2025-07-06,CP48,Beloeil,ME,27484.64,157.0,94
2025-07-06,CP48,Beloeil,MK,1.99,1.0,1
2025-07-06,CP48,Beloeil,PA,5289.04,20.0,20
2025-07-06,CP48,Beloeil,PC,28908.52,1201.0,978
2025-07-06,CP48,Beloeil,PI,2555.75,126.0,124
2025-07-06,CP48,Beloeil,SE,434.95,10.0,10
2025-07-06,CP48,Beloeil,SP,25997.989999999998,3.0,3
2025-07-06,CP48,Beloeil,TO,4305.47,6.0,6
2025-07-13,CP08,Longueuil,AM,64.99,1.0,1
2025-07-13,CP08,Longueuil,AP,55345.590000000004,916.5,647
2025-07-13,CP08,Longueuil,AS,2633.88,289.0,55
2025-07-13,CP08,Longueuil,AZ,8.98,2.0,2
2025-07-13,CP08,Longueuil,BQ,4456.47,19.0,18
2025-07-13,CP08,Longueuil,CH,8674.97,4.0,4
2025-07-13,CP08,Longueuil,DI,150.0,1.0,1
2025-07-13,CP08,Longueuil,FI,25.99,1.0,1
2025-07-13,CP08,Longueuil,GA,2899.9799999999996,2.0,2
2025-07-13,CP08,Longueuil,HT,8394.92,4.0,4
2025-07-13,CP08,Longueuil,IN,2365.0,2.0,2
2025-07-13,CP08,Longueuil,INM,2745.0,6.0,5
2025-07-13,CP08,Longueuil,LI,1409.89,27.0,27
2025-07-13,CP08,Longueuil,LO,3024.78,142.0,117
2025-07-13,CP08,Longueuil,ME,27567.63,209.0,120
2025-07-13,CP08,Longueuil,MK,10.0,2.0,2
2025-07-13,CP08,Longueuil,PA,5280.9,21.0,19
2025-07-13,CP08,Longueuil,PC,22894.27,1022.0,773
2025-07-13,CP08,Longueuil,PI,8440.01,195.0,134
2025-07-13,CP08,Longueuil,SE,1756.93,20.0,20
2025-07-13,CP08,Longueuil,SP,15498.0,2.0,2
2025-07-13,CP08,Longueuil,TO,4505.3,8.0,8
2025-07-13,CP202,Nepean,AP,15868.48,204.0,161
2025-07-13,CP202,Nepean,AS,1579.72,38.0,34
2025-07-13,CP202,Nepean,BQ,19.99,1.0,1
2025-07-13,CP202,Nepean,CH,7399.98,2.0,2
2025-07-13,CP202,Nepean,DI,0.0,24.0,26
2025-07-13,CP202,Nepean,GA,13599.96,6.0,5
2025-07-13,CP202,Nepean,IN,2325.0,6.0,6
2025-07-13,CP202,Nepean,LI,1839.9099999999999,14.0,14
2025-07-13,CP202,Nepean,LO,1695.44,82.0,58
2025-07-13,CP202,Nepean,ME,25492.25,91.0,61
2025-07-13,CP202,Nepean,MK,249.94,52.0,52
2025-07-13,CP202,Nepean,PA,4414.93,17.0,13
2025-07-13,CP202,Nepean,PC,13401.38,706.0,587
2025-07-13,CP202,Nepean,PI,1714.33,127.0,114
2025-07-13,CP202,Nepean,SP,24908.0,2.0,2
2025-07-13,CP202,Nepean,TO,1736.97,3.0,3
2025-07-13,CP37,Gatineau,AP,40346.95,899.0,453
2025-07-13,CP37,Gatineau,AS,1959.22,50.0,48
2025-07-13,CP37,Gatineau,AZ,0.0,-1.0,1
2025-07-13,CP37,Gatineau,BQ,798.94,8.0,8
2025-07-13,CP37,Gatineau,CH,12648.97,4.0,6
2025-07-13,CP37,Gatineau,DI,19.97,8.0,5
2025-07-13,CP37,Gatineau,GA,2199.99,1.0,1
2025-07-13,CP37,Gatineau,HT,17595.0,5.0,5
2025-07-13,CP37,Gatineau,IN,13591.94,28.0,28
2025-07-13,CP37,Gatineau,LI,734.98,9.0,9
2025-07-13,CP37,Gatineau,LO,5353.72,128.0,80
2025-07-13,CP37,Gatineau,ME,33378.67,134.0,79
2025-07-13,CP37,Gatineau,MK,162.19,60.0,58
2025-07-13,CP37,Gatineau,PA,2963.76,15.0,15
2025-07-13,CP37,Gatineau,PC,32155.66,1492.0,1207
2025-07-13,CP37,Gatineau,PI,7505.87,401.0,313
2025-07-13,CP37,Gatineau,SE,230.0,5.0,5
2025-07-13,CP37,Gatineau,SP,19998.0,2.0,2
2025-07-13,CP37,Gatineau,TO,0.0,8.0,12
2025-07-13,CP44,St-Constant,AM,259.98,2.0,2
2025-07-13,CP44,St-Constant,AP,23698.97,585.0,459
2025-07-13,CP44,St-Constant,AS,3826.9900000000002,363.0,64
2025-07-13,CP44,St-Constant,AZ,0.0,-2.0,2
2025-07-13,CP44,St-Constant,BQ,769.95,5.0,5
2025-07-13,CP44,St-Constant,CC,0.0,1.0,1
2025-07-13,CP44,St-Constant,CH,8249.95,5.0,5
2025-07-13,CP44,St-Constant,FI,19.61,2.0,2
2025-07-13,CP44,St-Constant,GA,2949.9799999999996,2.0,2
2025-07-13,CP44,St-Constant,HT,13955.470000000001,8.0,8
2025-07-13,CP44,St-Constant,IN,6339.98,7.0,7
2025-07-13,CP44,St-Constant,INM,925.0,2.0,2
2025-07-13,CP44,St-Constant,LI,1319.9,28.0,28
2025-07-13,CP44,St-Constant,LO,2717.1,133.0,102
2025-07-13,CP44,St-Constant,ME,20826.99,85.0,56
2025-07-13,CP44,St-Constant,MK,0.0,2.0,2
2025-07-13,CP44,St-Constant,PA,2117.89,14.0,12
2025-07-13,CP44,St-Constant,PC,16283.9,712.0,570
2025-07-13,CP44,St-Constant,PI,2047.42,76.0,74
2025-07-13,CP44,St-Constant,SE,102.17,4.0,4
2025-07-13,CP44,St-Constant,SP,8499.0,1.0,1
2025-07-13,CP44,St-Constant,TO,1259.96,7.0,7
2025-07-13,CP48,Beloeil,AM,99.99,1.0,1
2025-07-13,CP48,Beloeil,AP,33824.79,906.0,690
2025-07-13,CP48,Beloeil,AS,2634.67,376.0,57
2025-07-13,CP48,Beloeil,AZ,11.96,4.0,4
2025-07-13,CP48,Beloeil,BQ,2694.86,15.0,15
2025-07-13,CP48,Beloeil,CC,0.0,2.0,2
2025-07-13,CP48,Beloeil,CH,10449.949999999999,5.0,5
2025-07-13,CP48,Beloeil,DI,29.99,1.0,1
2025-07-13,CP48,Beloeil,FI,1699.98,2.0,2
2025-07-13,CP48,Beloeil,GA,4099.97,3.0,3
2025-07-13,CP48,Beloeil,HT,14419.0,6.0,6
2025-07-13,CP48,Beloeil,IN,7444.98,8.0,8
2025-07-13,CP48,Beloeil,INM,934.99,3.0,3
2025-07-13,CP48,Beloeil,LI,1119.93,38.0,38
2025-07-13,CP48,Beloeil,LO,4363.56,238.0,194
2025-07-13,CP48,Beloeil,ME,31541.08,115.0,79
2025-07-13,CP48,Beloeil,MK,3.98,2.0,1
2025-07-13,CP48,Beloeil,PA,2709.86,14.0,14
2025-07-13,CP48,Beloeil,PC,27085.96,1113.0,941
2025-07-13,CP48,Beloeil,PI,3327.57,94.0,92
2025-07-13,CP48,Beloeil,SE,75.0,4.0,4
2025-07-13,CP48,Beloeil,SP,18889.0,2.0,2
2025-07-13,CP48,Beloeil,TO,1044.97,7.0,7
2025-07-20,CP08,Longueuil,AM,292.54,8.0,5
2025-07-20,CP08,Longueuil,AP,42739.39,805.0,568
2025-07-20,CP08,Longueuil,AS,4535.14,563.0,41
2025-07-20,CP08,Longueuil,AZ,8.98,2.0,2
2025-07-20,CP08,Longueuil,BQ,2071.95,6.0,6
2025-07-20,CP08,Longueuil,CC,250.0,1.0,1
2025-07-20,CP08,Longueuil,CH,7127.969999999999,3.0,3
2025-07-20,CP08,Longueuil,FI,1918.44,6.0,6
2025-07-20,CP08,Longueuil,GA,5284.959999999999,4.0,4
2025-07-20,CP08,Longueuil,HT,5171.88,3.0,3
2025-07-20,CP08,Longueuil,IN,1099.98,2.0,2
2025-07-20,CP08,Longueuil,INM,1600.0,2.0,2
2025-07-20,CP08,Longueuil,LI,1190.41,17.0,17
2025-07-20,CP08,Longueuil,LO,2182.36,106.0,87
2025-07-20,CP08,Longueuil,ME,25001.41,140.0,76
2025-07-20,CP08,Longueuil,MK,10.969999999999999,4.0,2
2025-07-20,CP08,Longueuil,PA,3116.84,18.0,18
2025-07-20,CP08,Longueuil,PC,26309.309999999998,1167.0,886
2025-07-20,CP08,Longueuil,PI,7115.43,175.0,149
2025-07-20,CP08,Longueuil,SE,643.46,14.0,14
2025-07-20,CP08,Longueuil,SP,5499.0,1.0,1
2025-07-20,CP08,Longueuil,TO,3622.48,4.0,4
2025-07-20,CP202,Nepean,AP,17177.24,226.0,182
2025-07-20,CP202,Nepean,AS,3894.49,76.0,75
2025-07-20,CP202,Nepean,BQ,28.979999999999997,2.0,2
2025-07-20,CP202,Nepean,DI,213.07999999999998,34.0,36
2025-07-20,CP202,Nepean,GA,10499.96,4.0,4
2025-07-20,CP202,Nepean,IN,0.0,6.0,6
2025-07-20,CP202,Nepean,LI,3459.92,15.0,15
2025-07-20,CP202,Nepean,LO,813.9,59.0,55
2025-07-20,CP202,Nepean,ME,22035.79,74.0,44
2025-07-20,CP202,Nepean,MK,28.57,13.0,13
2025-07-20,CP202,Nepean,PA,6450.16,24.0,25
2025-07-20,CP202,Nepean,PC,22546.85,1116.0,935
2025-07-20,CP202,Nepean,PI,3563.38,162.0,153
2025-07-20,CP202,Nepean,SP,74080.52,7.0,9
2025-07-20,CP37,Gatineau,AM,549.99,1.0,1
2025-07-20,CP37,Gatineau,AP,54017.590000000004,1623.0,615
2025-07-20,CP37,Gatineau,AS,4507.56,96.0,85
2025-07-20,CP37,Gatineau,BQ,1944.83,17.0,15
2025-07-20,CP37,Gatineau,CH,13145.98,7.0,7
2025-07-20,CP37,Gatineau,CR,26845.0,1.0,1
2025-07-20,CP37,Gatineau,DI,100.75,7.0,7
2025-07-20,CP37,Gatineau,GA,13381.17,3.0,3
2025-07-20,CP37,Gatineau,HT,26031.35,8.0,8
2025-07-20,CP37,Gatineau,IN,8292.95,20.0,20
2025-07-20,CP37,Gatineau,LI,2831.92,19.0,19
2025-07-20,CP37,Gatineau,LO,3835.06,194.0,162
2025-07-20,CP37,Gatineau,ME,35054.32,162.0,98
2025-07-20,CP37,Gatineau,MK,289.9,23.0,18
2025-07-20,CP37,Gatineau,PA,6169.8,30.0,29
2025-07-20,CP37,Gatineau,PC,47978.65,2094.0,1721
2025-07-20,CP37,Gatineau,PI,11145.65,735.0,468
2025-07-20,CP37,Gatineau,SE,135.0,4.0,4
2025-07-20,CP37,Gatineau,SP,10998.0,2.0,2
2025-07-20,CP37,Gatineau,TO,1409.97,10.0,10
2025-07-20,CP44,St-Constant,AM,59.99,1.0,1
2025-07-20,CP44,St-Constant,AP,23082.12,422.0,317
2025-07-20,CP44,St-Constant,AS,1303.67,104.0,30
2025-07-20,CP44,St-Constant,AZ,5.98,2.0,2
2025-07-20,CP44,St-Constant,BQ,272.94,8.0,8
2025-07-20,CP44,St-Constant,CH,1253.98,2.0,3
2025-07-20,CP44,St-Constant,FI,446.97,3.0,3
2025-07-20,CP44,St-Constant,GA,6639.96,4.0,4
2025-07-20,CP44,St-Constant,HT,2299.0,1.0,1
2025-07-20,CP44,St-Constant,IN,1105.0,1.0,1
2025-07-20,CP44,St-Constant,INM,769.99,1.0,1
2025-07-20,CP44,St-Constant,LI,509.97,17.0,17
2025-07-20,CP44,St-Constant,LO,2423.04,100.0,95
2025-07-20,CP44,St-Constant,ME,12090.36,51.0,33
2025-07-20,CP44,St-Constant,MK,0.0,1.0,1
2025-07-20,CP44,St-Constant,PA,3036.9,12.0,11
2025-07-20,CP44,St-Constant,PC,14645.0,651.0,502
2025-07-20,CP44,St-Constant,PI,2071.35,94.0,62
2025-07-20,CP44,St-Constant,SE,804.96,7.0,7
2025-07-20,CP44,St-Constant,SP,9749.0,1.0,1
2025-07-20,CP44,St-Constant,TO,0.0,2.0,2
2025-07-20,CP48,Beloeil,AM,24.99,1.0,1
2025-07-20,CP48,Beloeil,AP,29259.02,660.0,501
2025-07-20,CP48,Beloeil,AS,2606.16,479.0,56
2025-07-20,CP48,Beloeil,AZ,2.99,1.0,1
2025-07-20,CP48,Beloeil,BQ,3261.31,21.0,21
2025-07-20,CP48,Beloeil,CC,0.0,1.0,1
2025-07-20,CP48,Beloeil,CH,3379.97,3.0,3
2025-07-20,CP48,Beloeil,FI,191.56,8.0,4
2025-07-20,CP48,Beloeil,GA,2239.9700000000003,3.0,3
2025-07-20,CP48,Beloeil,HT,11446.0,4.0,4
2025-07-20,CP48,Beloeil,IN,5435.0,4.0,4
2025-07-20,CP48,Beloeil,INM,3330.0,3.0,3
2025-07-20,CP48,Beloeil,LI,1009.96,26.0,26
2025-07-20,CP48,Beloeil,LO,4807.59,198.0,169
2025-07-20,CP48,Beloeil,ME,32937.37,115.0,72
2025-07-20,CP48,Beloeil,MK,1.99,1.0,1
2025-07-20,CP48,Beloeil,PA,1228.49,8.0,9
2025-07-20,CP48,Beloeil,PC,28614.649999999998,1186.0,987
2025-07-20,CP48,Beloeil,PI,3750.39,77.0,74
2025-07-20,CP48,Beloeil,SE,299.98,3.0,3
2025-07-20,CP48,Beloeil,SP,7899.0,1.0,1
2025-07-20,CP48,Beloeil,TO,1432.46,7.0,7
2025-07-27,CP08,Longueuil,AP,36264.53,616.5,462
2025-07-27,CP08,Longueuil,AS,4168.55,249.0,57
2025-07-27,CP08,Longueuil,AZ,14.96,4.0,3
2025-07-27,CP08,Longueuil,BQ,1435.8700000000001,13.0,10
2025-07-27,CP08,Longueuil,CH,9499.95,5.0,5
2025-07-27,CP08,Longueuil,FI,1023.96,6.0,4
2025-07-27,CP08,Longueuil,GA,12549.099999999999,8.0,8
2025-07-27,CP08,Longueuil,HT,9482.3,4.0,4
2025-07-27,CP08,Longueuil,IN,3919.98,4.0,4
2025-07-27,CP08,Longueuil,INM,1014.99,3.0,3
2025-07-27,CP08,Longueuil,LI,1239.89,29.0,29
2025-07-27,CP08,Longueuil,LO,2547.7,125.0,99
2025-07-27,CP08,Longueuil,ME,31531.59,165.0,92
2025-07-27,CP08,Longueuil,MK,10.0,4.0,4
2025-07-27,CP08,Longueuil,PA,10359.97,33.0,33
2025-07-27,CP08,Longueuil,PC,22669.6,967.0,760
2025-07-27,CP08,Longueuil,PI,5583.79,115.0,88
2025-07-27,CP08,Longueuil,SE,1254.92,17.0,14
2025-07-27,CP08,Longueuil,SP,10499.0,1.0,1
2025-07-27,CP08,Longueuil,TO,1469.96,6.0,6
2025-07-27,CP202,Nepean,AP,14962.49,202.0,182
2025-07-27,CP202,Nepean,AS,1843.07,59.0,50
2025-07-27,CP202,Nepean,BQ,39.97,3.0,3
2025-07-27,CP202,Nepean,CH,1800.99,1.0,1
2025-07-27,CP202,Nepean,DI,134.97,23.0,25
2025-07-27,CP202,Nepean,GA,7799.95,5.0,4
2025-07-27,CP202,Nepean,IN,0.0,4.0,4
2025-07-27,CP202,Nepean,LI,2194.93,14.0,14
2025-07-27,CP202,Nepean,LO,1331.74,76.0,66
2025-07-27,CP202,Nepean,ME,19901.41,60.0,41
2025-07-27,CP202,Nepean,MK,446.44,5.0,5
2025-07-27,CP202,Nepean,PA,6910.04,28.0,29
2025-07-27,CP202,Nepean,PC,20159.329999999998,1018.0,880
2025-07-27,CP202,Nepean,PI,2209.15,135.0,120
2025-07-27,CP202,Nepean,SP,56905.0,5.0,5
2025-07-27,CP37,Gatineau,AP,31862.09,956.0,465
2025-07-27,CP37,Gatineau,AS,3381.0899999999997,107.0,88
2025-07-27,CP37,Gatineau,BQ,3543.8799999999997,13.0,13
2025-07-27,CP37,Gatineau,DI,119.85,18.0,10
2025-07-27,CP37,Gatineau,FI,689.99,1.0,1
2025-07-27,CP37,Gatineau,GA,9799.97,3.0,3
2025-07-27,CP37,Gatineau,HT,14595.0,5.0,5
2025-07-27,CP37,Gatineau,IN,4346.99,13.0,13
2025-07-27,CP37,Gatineau,LI,3859.92,17.0,17
2025-07-27,CP37,Gatineau,LO,2153.4,166.0,124
2025-07-27,CP37,Gatineau,ME,39567.11,109.0,74
2025-07-27,CP37,Gatineau,MK,590.13,26.0,22
2025-07-27,CP37,Gatineau,PA,2996.81,19.0,23
2025-07-27,CP37,Gatineau,PC,41434.59,1794.0,1542
2025-07-27,CP37,Gatineau,PI,7607.1900000000005,678.0,447
2025-07-27,CP37,Gatineau,SE,270.0,7.0,7
2025-07-27,CP37,Gatineau,SP,51746.0,4.0,6
2025-07-27,CP37,Gatineau,TO,5749.63,13.0,12
2025-07-27,CP44,St-Constant,AP,19629.08,497.0,340
2025-07-27,CP44,St-Constant,AS,1158.26,133.0,21
2025-07-27,CP44,St-Constant,AZ,17.94,6.0,6
2025-07-27,CP44,St-Constant,BQ,402.97,5.0,5
2025-07-27,CP44,St-Constant,CH,2142.9599999999996,4.0,4
2025-07-27,CP44,St-Constant,GA,249.99,1.0,1
2025-07-27,CP44,St-Constant,HT,2968.99,2.0,2
2025-07-27,CP44,St-Constant,IN,1539.99,2.0,2
2025-07-27,CP44,St-Constant,LI,50.0,8.0,8
2025-07-27,CP44,St-Constant,LO,2075.56,95.0,80
2025-07-27,CP44,St-Constant,ME,11556.51,49.0,35
2025-07-27,CP44,St-Constant,MK,5.0,1.0,1
2025-07-27,CP44,St-Constant,PA,464.93,7.0,7
2025-07-27,CP44,St-Constant,PC,14642.42,659.0,508
2025-07-27,CP44,St-Constant,PI,2225.06,53.0,50
2025-07-27,CP44,St-Constant,SE,442.46,10.0,10
2025-07-27,CP44,St-Constant,TO,1380.22,4.0,4
2025-07-27,CP48,Beloeil,AM,27.99,1.0,1
2025-07-27,CP48,Beloeil,AP,31686.760000000002,749.0,525
2025-07-27,CP48,Beloeil,AS,2666.96,312.0,48
2025-07-27,CP48,Beloeil,AZ,100.97,3.0,2
2025-07-27,CP48,Beloeil,BQ,1985.84,16.0,15
2025-07-27,CP48,Beloeil,CH,8315.92,8.0,8
2025-07-27,CP48,Beloeil,GA,13459.949999999999,5.0,5
2025-07-27,CP48,Beloeil,HT,14095.0,5.0,5
2025-07-27,CP48,Beloeil,IN,4694.99,5.0,5
2025-07-27,CP48,Beloeil,INM,1704.98,3.0,3
2025-07-27,CP48,Beloeil,LI,249.97,27.0,27
2025-07-27,CP48,Beloeil,LO,2035.74,140.0,108
2025-07-27,CP48,Beloeil,ME,21968.96,106.0,60
2025-07-27,CP48,Beloeil,PA,2634.93,7.0,7
2025-07-27,CP48,Beloeil,PC,25380.84,1041.0,884
2025-07-27,CP48,Beloeil,PI,880.41,52.0,60
2025-07-27,CP48,Beloeil,SE,329.94,9.0,9
2025-07-27,CP48,Beloeil,TO,2574.9300000000003,10.0,10
2025-08-03,CP08,Longueuil,AM,27.99,1.0,1
2025-08-03,CP08,Longueuil,AP,32043.9,693.0,502
2025-08-03,CP08,Longueuil,AS,2476.87,342.0,46
2025-08-03,CP08,Longueuil,AZ,11.98,2.0,2
2025-08-03,CP08,Longueuil,BQ,264.42,8.0,8
2025-08-03,CP08,Longueuil,CC,0.0,1.0,1
2025-08-03,CP08,Longueuil,CH,53.98,2.0,1
2025-08-03,CP08,Longueuil,FI,2317.5099999999998,3.0,2
2025-08-03,CP08,Longueuil,GA,3199.98,2.0,2
2025-08-03,CP08,Longueuil,HT,8667.99,3.0,3
2025-08-03,CP08,Longueuil,INM,0.0,1.0,1
2025-08-03,CP08,Longueuil,LI,1214.8999999999999,19.0,19
2025-08-03,CP08,Longueuil,LO,2421.31,153.0,80
2025-08-03,CP08,Longueuil,ME,21221.46,126.0,62
2025-08-03,CP08,Longueuil,MK,20.0,4.0,3
2025-08-03,CP08,Longueuil,PA,3480.04,18.0,18
2025-08-03,CP08,Longueuil,PC,24643.3,987.0,761
2025-08-03,CP08,Longueuil,PI,5648.9800000000005,143.0,115
2025-08-03,CP08,Longueuil,SE,641.97,8.0,8
2025-08-03,CP08,Longueuil,SP,5499.0,1.0,1
2025-08-03,CP08,Longueuil,TO,1094.96,5.0,5
2025-08-03,CP202,Nepean,AP,15288.65,185.0,158
2025-08-03,CP202,Nepean,AS,4538.03,52.0,47
2025-08-03,CP202,Nepean,BQ,908.99,2.0,2
2025-08-03,CP202,Nepean,CH,1899.99,1.0,1
2025-08-03,CP202,Nepean,DI,0.0,34.0,35
2025-08-03,CP202,Nepean,GA,31898.93,8.0,8
2025-08-03,CP202,Nepean,IN,3114.99,5.0,5
2025-08-03,CP202,Nepean,LI,1519.88,15.0,15
2025-08-03,CP202,Nepean,LO,1055.7,80.0,73
2025-08-03,CP202,Nepean,ME,32325.14,97.0,64
2025-08-03,CP202,Nepean,MK,1.98,2.0,2
2025-08-03,CP202,Nepean,PA,5150.07,23.0,21
2025-08-03,CP202,Nepean,PC,22030.75,1149.0,954
2025-08-03,CP202,Nepean,PI,4005.7599999999998,177.0,131
2025-08-03,CP202,Nepean,SP,10499.0,1.0,1
2025-08-03,CP37,Gatineau,AP,55916.39,1162.0,499
2025-08-03,CP37,Gatineau,AS,3822.83,67.0,61
2025-08-03,CP37,Gatineau,AZ,99.99,1.0,1
2025-08-03,CP37,Gatineau,BQ,878.87,13.0,12
2025-08-03,CP37,Gatineau,CH,2399.99,1.0,1
2025-08-03,CP37,Gatineau,DI,16.99,2.0,2
2025-08-03,CP37,Gatineau,FI,130.9,2.0,1
2025-08-03,CP37,Gatineau,GA,18899.92,8.0,7
2025-08-03,CP37,Gatineau,HT,20993.0,7.0,9
2025-08-03,CP37,Gatineau,IN,2584.98,7.0,7
2025-08-03,CP37,Gatineau,LI,1614.93,16.0,16
2025-08-03,CP37,Gatineau,LO,1972.0,150.0,107
2025-08-03,CP37,Gatineau,ME,34357.52,142.0,97
2025-08-03,CP37,Gatineau,MK,306.93,14.0,12
2025-08-03,CP37,Gatineau,PA,2498.79,21.0,23
2025-08-03,CP37,Gatineau,PC,40800.78,1752.0,1490
2025-08-03,CP37,Gatineau,PI,8361.5,566.0,370
2025-08-03,CP37,Gatineau,SE,600.0,11.0,11
2025-08-03,CP37,Gatineau,TO,4315.9400000000005,15.0,15
2025-08-03,CP44,St-Constant,AM,272.97,3.0,3
2025-08-03,CP44,St-Constant,AP,22012.46,506.0,347
2025-08-03,CP44,St-Constant,AS,1317.94,234.0,36
2025-08-03,CP44,St-Constant,AZ,311.93,7.0,6
2025-08-03,CP44,St-Constant,BQ,1378.95,6.0,6
2025-08-03,CP44,St-Constant,CH,6830.93,7.0,6
2025-08-03,CP44,St-Constant,FI,81.98,2.0,2
2025-08-03,CP44,St-Constant,GA,3008.7999999999997,2.0,4
2025-08-03,CP44,St-Constant,HT,4098.0,2.0,2
2025-08-03,CP44,St-Constant,IN,2584.99,4.0,4
2025-08-03,CP44,St-Constant,INM,330.0,2.0,2
2025-08-03,CP44,St-Constant,LI,709.96,18.0,18
2025-08-03,CP44,St-Constant,LO,1611.03,71.0,60
2025-08-03,CP44,St-Constant,ME,8939.57,24.0,21
2025-08-03,CP44,St-Constant,MK,10.0,2.0,1
2025-08-03,CP44,St-Constant,PA,270.08,2.0,2
2025-08-03,CP44,St-Constant,PC,13954.73,632.0,481
2025-08-03,CP44,St-Constant,PI,1053.9,39.0,36
2025-08-03,CP44,St-Constant,SP,15999.0,1.0,1
2025-08-03,CP44,St-Constant,TO,697.48,4.0,4
2025-08-03,CP48,Beloeil,AP,31282.22,502.0,397
2025-08-03,CP48,Beloeil,AS,3563.57,487.0,46
2025-08-03,CP48,Beloeil,AZ,2.99,1.0,3
2025-08-03,CP48,Beloeil,BQ,2371.09,14.0,11
2025-08-03,CP48,Beloeil,CH,12738.91,9.0,8
2025-08-03,CP48,Beloeil,FI,108.97,3.0,2
2025-08-03,CP48,Beloeil,GA,7199.98,2.0,2
2025-08-03,CP48,Beloeil,HT,1649.0,1.0,1
2025-08-03,CP48,Beloeil,IN,2329.9700000000003,4.0,4
2025-08-03,CP48,Beloeil,LI,249.94,18.0,18
2025-08-03,CP48,Beloeil,LO,2326.72,137.0,116
2025-08-03,CP48,Beloeil,ME,18925.15,83.0,54
2025-08-03,CP48,Beloeil,PA,1598.84,11.0,11
2025-08-03,CP48,Beloeil,PC,28592.77,1124.0,932
2025-08-03,CP48,Beloeil,PI,1529.78,77.0,39
2025-08-03,CP48,Beloeil,SE,469.96000000000004,4.0,4
2025-08-03,CP48,Beloeil,SP,5499.0,1.0,1
2025-08-03,CP48,Beloeil,TO,594.99,3.0,3
2025-08-10,CP08,Longueuil,AP,32202.84,1033.0,409
2025-08-10,CP08,Longueuil,AS,1991.73,107.0,36
2025-08-10,CP08,Longueuil,AZ,14.96,4.0,4
2025-08-10,CP08,Longueuil,BQ,2812.9299999999994,9.0,11
2025-08-10,CP08,Longueuil,CC,0.0,4.0,4
2025-08-10,CP08,Longueuil,CH,11713.939999999999,6.0,5
2025-08-10,CP08,Longueuil,FI,3001.27,12.0,8
2025-08-10,CP08,Longueuil,GA,10089.939999999999,6.0,6
2025-08-10,CP08,Longueuil,HT,6998.0,2.0,2
2025-08-10,CP08,Longueuil,IN,1379.97,3.0,3
2025-08-10,CP08,Longueuil,INM,1389.98,2.0,2
2025-08-10,CP08,Longueuil,LI,429.96000000000004,20.0,20
2025-08-10,CP08,Longueuil,LO,651.67,61.0,56
2025-08-10,CP08,Longueuil,ME,12400.5,58.0,31
2025-08-10,CP08,Longueuil,PA,3419.94,6.0,6
2025-08-10,CP08,Longueuil,PC,18348.32,817.0,628
2025-08-10,CP08,Longueuil,PI,7682.56,117.0,94
2025-08-10,CP08,Longueuil,SE,2239.93,20.0,19
